Step,Velocity
0,8.881784197001252e-16
1,0.0
2,0.0
3,8.881784197001252e-16
4,0.0
5,8.881784197001252e-16
6,0.0
7,0.0
8,8.881784197001252e-16
9,0.0
10,0.0
11,0.0
12,1.7763568394002505e-15
13,1.7763568394002505e-15
14,8.881784197001252e-16
15,8.881784197001252e-16
16,1.7763568394002505e-15
17,1.7763568394002505e-15
18,8.881784197001252e-16
19,0.0
20,8.881784197001252e-16
21,1.7763568394002505e-15
22,0.0
23,0.0
24,1.7763568394002505e-15
25,0.0
26,0.0
27,8.881784197001252e-16
28,1.7763568394002505e-15
29,2.6645352591003757e-15
30,1.7763568394002505e-15
31,8.881784197001252e-16
32,0.0
33,8.881784197001252e-16
34,0.0
35,0.0
36,1.7763568394002505e-15
37,8.881784197001252e-16
38,8.881784197001252e-16
39,1.7763568394002505e-15
40,1.7763568394002505e-15
41,0.0006627750537733235
42,0.0019793619814301167
43,0.0050508007497587215
44,0.0064745003886139685
45,0.007523434330513723
46,0.008723311708156878
47,0.009634507521045776
48,0.01014332995877254
49,0.01038071960239062
50,0.010591795878251986
51,0.010712372152639205
52,0.01079838470968486
53,0.010795145680150497
54,0.010791907622182073
55,0.010809288138572626
56,0.01040986087570328
57,0.008942949828272262
58,0.008541356670863642
59,0.008268380523467123
60,0.007857153688044072
61,0.007372013117199927
62,0.006859049720336685
63,0.006261171671224197
64,0.0058021169227604474
65,0.005598534863370475
66,0.0052830731881448045
67,0.005026582507519528
68,0.004818625400191401
69,0.004586929167839315
70,0.004417295250454423
71,0.004256587773475928
72,0.0040302609973492665
73,0.0038702190443702378
74,0.0036873083613588875
75,0.003513711124465857
76,0.003392673627550913
77,0.0032432153981716283
78,0.003089508678858266
79,0.0029672874489019563
80,0.0028815901866261484
81,0.0027606159568751565
82,0.0026559064460105475
83,0.002560069354904826
84,0.002487819520385237
85,0.002407207083387597
86,0.0023282323984998854
87,0.0022601579996326393
88,0.0022156937212054473
89,0.0021307792077793763
90,0.0020589769914431955
91,0.0020177368357376935
92,0.0019573267439820796
93,0.0019084955024188943
94,0.0018483412411711697
95,0.0017879909678715222
96,0.0017349432659745645
97,0.001676951404469662
98,0.0016276021296528498
99,0.0015627971036904498
100,0.0015171640026130362
101,0.0014732924196305675
102,0.0014309275272976762
103,0.0013854221976341563
104,0.001351651475878235
105,0.0013148095339872157
106,0.0012974198914887936
107,0.0012624712084159384
108,0.001223899281289853
109,0.0011900367213311114
110,0.0011754967541071082
111,0.0011638690256292605
112,0.0011271007462125837
113,0.0011001697801296118
114,0.0010753146301309968
115,0.0010646897037869252
116,0.0010570587414209243
117,0.0010270944435957219
118,0.0010032444345844382
119,0.0009868251077795875
120,0.0009891494611853346
121,0.0009641135677647128
122,0.000941202303441635
123,0.0009216394919571158
124,0.0009052413284686978
125,0.0009104001704214326
126,0.0008909794753604316
127,0.0008708146394056371
128,0.0008812922958432168
129,0.0008676858610261462
130,0.0008647149031135726
131,0.0008551004700132481
132,0.0008308494662605526
133,0.0008293873956093378
134,0.0008173338707857525
135,0.0008169012443968171
136,0.0007998839259313328
137,0.0007846291037409969
138,0.0007815700076392318
139,0.0007745744028611057
140,0.0007853806840900646
141,0.0007863911735377371
142,0.0007731081603123968
143,0.000769226962092695
144,0.0007740847047061905
145,0.0007862432725014301
146,0.0007891307769947176
147,0.0007752566012948492
148,0.0007664568854979237
149,0.0007673992674241958
150,0.0007729284279065496
151,0.0007803630459726207
152,0.0007661423353164665
153,0.0007550758802796764
154,0.0007489978615717874
155,0.0007508332724119882
156,0.0007544654847473353
157,0.0007549664114483434
158,0.0007810638980823015
159,0.0007828964775367098
160,0.0007773344845336538
161,0.0007765754705291172
162,0.0007703300718802097
163,0.000779060245528207
164,0.000787147034848168
165,0.0007951128396239682
166,0.0008095503260845405
167,0.0007973242795085156
168,0.0008020514509805565
169,0.0007872655662026773
170,0.0007900635819808599
171,0.0008056327710237454
172,0.000817422219600239
173,0.000820403783254875
174,0.0008136858434806271
175,0.0008071941095302293
176,0.0008135222378564677
177,0.00083123426206555
178,0.0008385382461799651
179,0.0008340488587581518
180,0.0008351007194278282
181,0.0008344154043955498
182,0.0008426595926431801
183,0.0008351029009654454
184,0.0008321578072312263
185,0.0008403614379677293
186,0.0008448839804362507
187,0.0008351514958944151
188,0.0008287120655472435
189,0.0008261875813708741
190,0.0008310684350973929
191,0.0008562338155861937
192,0.0008684752977083932
193,0.0008716773330750271
194,0.0008592462333751882
195,0.000853064566370243
196,0.0008743877059558258
197,0.0008699661767765932
198,0.000866257727541786
199,0.0008644752508013553
200,0.000864048641196824
201,0.0008679176869854643
202,0.0008727416325733373
203,0.0008753424298433288
204,0.0008817609154725403
205,0.0009007341709041938
206,0.0008924648082810904
207,0.0008894828885415151
208,0.0008872736445244556
209,0.0009057244713384094
210,0.0008990919253175633
211,0.000896585923114479
212,0.0008942893027006349
213,0.0009191624035906898
214,0.0009128677810190666
215,0.0009071307748271806
216,0.0009049793792534899
217,0.0009188893764306982
218,0.0009249198709282425
219,0.0009223904123434323
220,0.0009120108586522235
221,0.0009048333486294524
222,0.000901597287701783
223,0.0009063681531635837
224,0.0009296612398221882
225,0.0009180172051523883
226,0.0009330964137763686
227,0.0009233841211973015
228,0.0009152758791595161
229,0.0009097221400713451
230,0.000905915911701527
231,0.000924787847053743
232,0.0009191355739153195
233,0.0009139296206068792
234,0.0009076482281287213
235,0.0009165680307772206
236,0.0009264067997909464
237,0.000913707705663569
238,0.0009071750359925801
239,0.0009012228930833643
240,0.0009183466928810446
241,0.00090838516309244
242,0.0009025380110072589
243,0.0008984172331265583
244,0.0009167676488655019
245,0.0009125885703351599
246,0.000905874138467766
247,0.0008995599331997894
248,0.0009094901838881952
249,0.0009155366864428416
250,0.0009060776838616391
251,0.000902197291837048
252,0.0009111893741993171
253,0.0009288526881823245
254,0.0009430440881441626
255,0.0009286916114534804
256,0.0009217874985010255
257,0.0009373841602293709
258,0.0009237258590637509
259,0.000922245337581451
260,0.000933385982397894
261,0.0009224800971558977
262,0.0009161282082645883
263,0.0009088578108178424
264,0.0009072065570636667
265,0.0009074323919380234
266,0.0009104139904971831
267,0.0009080913297170312
268,0.0009115277472826477
269,0.0009141338080684847
270,0.0009144671657601577
271,0.0009090905414943506
272,0.0009133665459692963
273,0.0009130348069588123
274,0.0009249082807514242
275,0.000929635194470535
276,0.0009246935896474184
277,0.0009207784584450707
278,0.0009170520099681667
279,0.0009263555443332905
280,0.0009354233710130444
281,0.0009416466427101255
282,0.0009532539799952389
283,0.0009453846115601294
284,0.0009528161707361704
285,0.000962687232884285
286,0.0009543464845238603
287,0.0009601643192365117
288,0.0009670011832572101
289,0.0009541779104011994
290,0.0009463501134838737
291,0.0009452978327573192
292,0.0009500853877408844
293,0.0009689128697187854
294,0.0009585563561680388
295,0.0009531148540711243
296,0.0009513045070157489
297,0.0009747320914685886
298,0.0009638985927216126
299,0.0009572939873017106
300,0.0009597281909625721
301,0.0009786669269002957
302,0.0009809996645397945
303,0.0009773703497018005
304,0.0009805053636302574
305,0.000991452408799276
306,0.000977511846063095
307,0.0009703204012776467
308,0.0009801250544967388
309,0.000990677318955413
310,0.0009771257812278833
311,0.000985959044853324
312,0.0009922942499374088
313,0.0009798102507287965
314,0.000978402583288407
315,0.0009985412495954193
316,0.0009820123566743888
317,0.0009845769650951297
318,0.0010004616244039255
319,0.00100741212229849
320,0.0009984590544895866
321,0.000982187593407069
322,0.0010000796469302742
323,0.0009851109101672861
324,0.0009748513951750581
325,0.0009907458711611028
326,0.0009768386525159656
327,0.0009703811188481737
328,0.0009634782848229051
329,0.0009856023546772619
330,0.000976902964066717
331,0.000984451227375338
332,0.0009835902206045688
333,0.000983942800895754
334,0.0009830283216274438
335,0.000982389623622737
336,0.0009738857782881638
337,0.000979574349499579
338,0.00098025876597152
339,0.0009825835076142653
340,0.0009683364694916818
341,0.0009549556202985698
342,0.0009476735011499926
343,0.0009642631612347685
344,0.0009783538902183864
345,0.0009891089715239332
346,0.0009713171831400302
347,0.0009605410762834055
348,0.000953555446950638
349,0.0009631261398812541
350,0.0009710291960276507
351,0.0009553191767626146
352,0.0009471192338583734
353,0.000942743163706794
354,0.000959019618645307
355,0.0009545527169931844
356,0.0009497651007510655
357,0.0009453334113089795
358,0.0009448402554754765
359,0.0009677837917845267
360,0.0009635225442590212
361,0.0009655653480740156
362,0.0009468523239188897
363,0.0009563456368253398
364,0.0009573198823176199
365,0.0009538595905658198
366,0.0009633343888317825
367,0.0009503680247098245
368,0.0009649253490549015
369,0.000962436109317899
370,0.0009626901237878016
371,0.0009633308344403346
372,0.000943970212441414
373,0.0009332555987295876
374,0.0009321788787923779
375,0.0009535669252374035
376,0.0009407604049815887
377,0.000941358288224059
378,0.0009488841792357761
379,0.000948608091979608
380,0.0009386706578515813
381,0.0009354032190200812
382,0.0009335086606698795
383,0.0009382254534049395
384,0.0009468502207017337
385,0.0009345484310303576
386,0.0009401770346117999
387,0.0009422703571821955
388,0.0009352234197885778
389,0.0009377485709034517
390,0.0009386114918026323
391,0.0009284683151529194
392,0.0009448759306627252
393,0.0009460099805442823
394,0.0009466986016581913
395,0.0009552601906941405
396,0.0009424150918544427
397,0.0009329787413854262
398,0.0009455067705115283
399,0.0009477002459767903
400,0.0009526801031656262
401,0.0009481223581797593
402,0.0009408388225233821
403,0.0009418617410936747
404,0.0009376307883659507
405,0.0009447642176612092
406,0.0009426762912356779
407,0.0009270459369172812
408,0.0009423543532749434
409,0.000939565282637389
410,0.000931862632154612
411,0.0009550219519987024
412,0.0009450838556261942
413,0.0009412666425552274
414,0.0009601809151495999
415,0.0009440413229544475
416,0.0009544885130274849
417,0.0009461971239526079
418,0.0009344508830260168
419,0.0009289228915774217
420,0.0009467813270065406
421,0.0009508404684028804
422,0.0009578669506202786
423,0.0009599552108596754
424,0.0009502617161540883
425,0.0009559892085704291
426,0.0009555291153233725
427,0.0009507469538352353
428,0.0009507801677894889
429,0.000950089507067986
430,0.0009538065704406407
431,0.0009460419681381893
432,0.0009365663536744506
433,0.0009396344762109266
434,0.0009449684282234472
435,0.0009496551857521851
436,0.0009469764780316581
437,0.0009526322350232874
438,0.0009511350544748609
439,0.0009580819481129765
440,0.0009586865666904032
441,0.0009647637702032696
442,0.0009568045719330343
443,0.0009572943107896137
444,0.0009638656188970529
445,0.0009660827251867232
446,0.0009563917930073274
447,0.0009610608606429594
448,0.000960007876217972
449,0.0009658173920259472
450,0.0009673711964879317
451,0.0009702469701942107
452,0.0009816446535531043
453,0.0009783692717739711
